book_name,book_price,book_star_count,book_desc,UPC,Product Type,Price (excl. tax),Price (incl. tax),Tax,Availability,Number of reviews,cat_url
In the Country We Love: My Family Divided,£22.00,Four,"The star of Orange is the New Black and Jane the Virgin presents her personal story of the real plight of undocumented immigrants in this countryDiane Guerrero, the television actress from the megahit Orange is the New Black and Jane the Virgin, was just fourteen years old on the day her parents and brother were arrested and deported while she was at school. Born in the U. The star of Orange is the New Black and Jane the Virgin presents her personal story of the real plight of undocumented immigrants in this countryDiane Guerrero, the television actress from the megahit Orange is the New Black and Jane the Virgin, was just fourteen years old on the day her parents and brother were arrested and deported while she was at school. Born in the U.S., Guerrero was able to remain in the country and continue her education, depending on the kindness of family friends who took her in and helped her build a life and a successful acting career for herself, without the support system of her family.In the Country We Love is a moving, heartbreaking story of one woman's extraordinary resilience in the face of the nightmarish struggles of undocumented residents in this country. There are over 11 million undocumented immigrants living in the US, many of whom have citizen children, whose lives here are just as precarious, and whose stories haven't been told. Written with Michelle Burford, this memoir is a tale of personal triumph that also casts a much-needed light on the fears that haunt the daily existence of families like the author's and on a system that fails them over and over. ...more",b136b1b180ca753a,Books,£22.00,£22.00,£0.00,In stock (16 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,£54.35,Two,"While everyone is talking about “big data,” the truth is that understanding the “little data”—the stats that underlie newspaper headlines, stock reports, weather forecasts, and so on—is what helps you make smarter decisions at work, at home, and in every aspect of your life. The average person consumes approximately 30 gigabytes of data every single day, but has no idea ho While everyone is talking about “big data,” the truth is that understanding the “little data”—the stats that underlie newspaper headlines, stock reports, weather forecasts, and so on—is what helps you make smarter decisions at work, at home, and in every aspect of your life. The average person consumes approximately 30 gigabytes of data every single day, but has no idea how to interpret it correctly. EVERYDATA explains, through the eyes of an expert economist and statistician, how to decipher the small bytes of data we consume in a day.EVERYDATA is filled with countless examples of people misconstruing data—with results that range from merely frustrating to catastrophic:The space shuttle Challenger exploded in part because the engineers were reviewing a limited sample set.Millions of women avoid caffeine during pregnancy because they interpret correlation as causation.Attorneys faced a $1 billion jury verdict because of outlier data.Each chapter highlights one commonly misunderstood data concept, using both realworld and hypothetical examples from a wide range of topics, including business, politics, advertising, law, engineering, retail, parenting, and more. You’ll find the answer to the question—“Now what?”—along with concrete ways you can use this information to immediately start making smarter decisions, today and every day. ...more",311c0dd0e354a33e,Books,£54.35,£54.35,£0.00,In stock (16 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,£29.14,Five,"Tired of the pace and noise of life near London and longing for a better place to raise their young children, Mary J. MacLeod and her husband encountered their dream while vacationing on a remote island in the Scottish Hebrides. Enthralled by its windswept beauty, they soon were the proud owners of a near-derelict croft house--a farmer's stone cottage--on ""a small acre"" of Tired of the pace and noise of life near London and longing for a better place to raise their young children, Mary J. MacLeod and her husband encountered their dream while vacationing on a remote island in the Scottish Hebrides. Enthralled by its windswept beauty, they soon were the proud owners of a near-derelict croft house--a farmer's stone cottage--on ""a small acre"" of land. Mary assumed duties as the island's district nurse. Call the Nurse is her account of the enchanted years she and her family spent there, coming to know its folk as both patients and friends.In anecdotes that are by turns funny, sad, moving, and tragic, she recalls them all, the crofters and their laird, the boatmen and tradesmen, young lovers and forbidding churchmen. Against the old-fashioned island culture and the grandeur of mountain and sea unfold indelible stories: a young woman carried through snow for airlift to the hospital; a rescue by boat; the marriage of a gentle giant and the island beauty; a ghostly encounter; the shocking discovery of a woman in chains; the flames of a heather fire at night; an unexploded bomb from World War II; and the joyful, tipsy celebration of a ceilidh. Gaelic fortitude meets a nurse's compassion in these wonderful true stories from rural Scotland. ...more",bee3672891cca906,Books,£29.14,£29.14,£0.00,In stock (16 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Algorithms to Live By: The Computer Science of Human Decisions,£30.81,One,"A fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindAll our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How A fascinating exploration of how insights from computer algorithms can be applied to our everyday lives, helping to solve common decision-making problems and illuminate the workings of the human mindAll our lives are constrained by limited space and time, limits that give rise to a particular set of problems. What should we do, or leave undone, in a day or a lifetime? How much messiness should we accept? What balance of new activities and familiar favorites is the most fulfilling? These may seem like uniquely human quandaries, but they are not: computers, too, face the same constraints, so computer scientists have been grappling with their version of such issues for decades. And the solutions they've found have much to teach us.In a dazzlingly interdisciplinary work, acclaimed author Brian Christian and cognitive scientist Tom Griffiths show how the algorithms used by computers can also untangle very human questions. They explain how to have better hunches and when to leave things to chance, how to deal with overwhelming choices and how best to connect with others. From finding a spouse to finding a parking spot, from organizing one's inbox to understanding the workings of memory, Algorithms to Live By transforms the wisdom of computer science into strategies for human living. ...more",38d45839cb1c83c1,Books,£30.81,£30.81,£0.00,In stock (16 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Power of Now: A Guide to Spiritual Enlightenment,£43.54,Two,"Ekhart Tolle's message is simple: living in the now is the truest path to happiness and enlightenment. And while this message may not seem stunningly original or fresh, Tolle's clear writing, supportive voice and enthusiasm make this an excellent manual for anyone who's ever wondered what exactly ""living in the now"" means. Foremost, Tolle is a world-class teacher, able to Ekhart Tolle's message is simple: living in the now is the truest path to happiness and enlightenment. And while this message may not seem stunningly original or fresh, Tolle's clear writing, supportive voice and enthusiasm make this an excellent manual for anyone who's ever wondered what exactly ""living in the now"" means. Foremost, Tolle is a world-class teacher, able to explain complicated concepts in concrete language. More importantly, within a chapter of reading this book, readers are already holding the world in a different container--more conscious of how thoughts and emotions get in the way of their ability to live in genuine peace and happiness.Tolle packs a lot of information and inspirational ideas into The Power of Now. (Topics include the source of Chi, enlightened relationships, creative use of the mind, impermanence and the cycle of life.) Thankfully, he's added markers that symbolise ""break time"". This is when readers should close the book and mull over what they just read. As a result, The Power of Now reads like the highly acclaimed A Course in Miracles--a spiritual guidebook that has the potential to inspire just as many study groups and change just as many lives for the better. --Gail Hudson ...more",8ec14b1576cb7cb5,Books,£43.54,£43.54,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Omnivore's Dilemma: A Natural History of Four Meals,£38.21,Two,"What should we have for dinner?"" To one degree or another this simple question assails any creature faced with a wide choice of things to eat. Anthropologists call it the omnivore's dilemma. Choosing from among the countless potential foods nature offers, humans have had to learn what is safe, and what isn't—which mushrooms should be avoided, for example, and which berries What should we have for dinner?"" To one degree or another this simple question assails any creature faced with a wide choice of things to eat. Anthropologists call it the omnivore's dilemma. Choosing from among the countless potential foods nature offers, humans have had to learn what is safe, and what isn't—which mushrooms should be avoided, for example, and which berries we can enjoy. Today, as America confronts what can only be described as a national eating disorder, the omnivore's dilemma has returned with an atavistic vengeance. The cornucopia of the modern American supermarket and fast-food outlet has thrown us back on a bewildering landscape where we once again have to worry about which of those tasty-looking morsels might kill us. At the same time we're realizing that our food choices also have profound implications for the health of our environment. The Omnivore's Dilemma is bestselling author Michael Pollan's brilliant and eye-opening exploration of these little-known but vitally important dimensions of eating in America. Pollan has divided The Omnivore's Dilemma into three parts, one for each of the food chains that sustain us: industrialized food, alternative or ""organic"" food, and food people obtain by dint of their own hunting, gathering, or gardening. Pollan follows each food chain literally from the ground up to the table, emphasizing our dynamic coevolutionary relationship with the species we depend on. He concludes each section by sitting down to a meal—at McDonald's, at home with his family sharing a dinner from Whole Foods, and in a revolutionary ""beyond organic"" farm in Virginia. For each meal he traces the provenance of everything consumed, revealing the hidden components we unwittingly ingest and explaining how our taste for particular foods reflects our environmental and biological inheritance. We are indeed what we eat-and what we eat remakes the world. A society of voracious and increasingly confused omnivores, we are just beginning to recognize the profound consequences of the simplest everyday food choices, both for ourselves and for the natural world. The Omnivore's Dilemma is a long-overdue book and one that will become known for bringing a completely fresh perspective to a question as ordinary and yet momentous as What shall we have for dinner?A few facts and figures from The Omnivore's Dilemma:Of the 38 ingredients it takes to make a McNugget, there are at least 13 that are derived from corn. 45 different menu items at Mcdonald’s are made from corn. One in every three American children eats fast food every day. One in every five American meals today is eaten in the car. The food industry burns nearly a fifth of all the petroleum consumed in the United States—more than we burn with our cars and more than any other industry consumes. It takes ten calories of fossil fuel energy to deliver one calorie of food energy to an American plate. A single strawberry contains about five calories. To get that strawberry from a field in California to a plate on the east coast requires 435 calories of energy. Industrial fertilizer and industrial pesticides both owe their existence to the conversion of the World War II munitions industry to civilian uses—nerve gases became pesticides, and ammonium nitrate explosives became nitrogen fertilizers. ... ...more",209adad1015af86f,Books,£38.21,£38.21,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Genius of Birds,£17.24,One,"Birds are astonishingly intelligent creatures. In fact, according to revolutionary new research, some birds rival primates and even humans in their remarkable forms of intelligence. Like humans, many birds have enormous brains relative to their size. Although small, bird brains are packed with neurons that allow them to punch well above their weight. InThe Genius of Birds, Birds are astonishingly intelligent creatures. In fact, according to revolutionary new research, some birds rival primates and even humans in their remarkable forms of intelligence.  Like humans, many birds have enormous brains relative to their size. Although small, bird brains are packed with neurons that allow them to punch well above their weight. In The Genius of Birds, acclaimed author Jennifer Ackerman explores the newly discovered brilliance of birds and how it came about. As she travels around the world to the most cutting-edge frontiers of research— the distant laboratories of Barbados and New Caledonia, the great tit communities of the United Kingdom and the bowerbird habitats of Australia, the ravaged mid-Atlantic coast after Hurricane Sandy and the warming mountains of central Virginia and the western states—Ackerman not only tells the story of the recently uncovered genius of birds but also delves deeply into the latest findings about the bird brain itself that are revolutionizing our view of what it means to be intelligent.Consider, as Ackerman does, the Clark’s nutcracker, a bird that can hide as many as 30,000 seeds over dozens of square miles and remember where it put them several months later; the mockingbirds and thrashers, species that can store 200 to 2,000 different songs in a brain a thousand times smaller than ours; the well-known pigeon, which knows where it’s going, even thousands of miles from familiar territory; and the New Caledonian crow, an impressive bird that makes its own tools. But beyond highlighting how birds use their unique genius in technical ways, Ackerman points out the impressive social smarts of birds. They deceive and manipulate. They eavesdrop. They display a strong sense of fairness. They give gifts. They play keep-away and tug-of-war. They tease. They share. They cultivate social networks. They vie for status. They kiss to console one another. They teach their young. They blackmail their parents. They alert one another to danger. They summon witnesses to the death of a peer. They may even grieve. This elegant scientific investigation and travelogue weaves personal anecdotes with fascinating science. Ackerman delivers an extraordinary story that will both give readers a new appreciation for the exceptional talents of birds and let them discover what birds can reveal about our changing world. Incredibly informative and beautifully written, The Genius of Birds richly celebrates the triumphs of these surprising and fiercely intelligent creatures. ...more",42d0d7c92b75fc1c,Books,£17.24,£17.24,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Artist's Way: A Spiritual Path to Higher Creativity,£38.49,Five,"""Without The Artist's Way, there would have been no Eat, Pray, Love.” —Elizabeth GilbertThe Artist’s Way is the seminal book on the subject of creativity. An international bestseller, millions of readers have found it to be an invaluable guide to living the artist’s life. Still as vital today—or perhaps even more so—than it was when it was first published one decade ago, i ""Without The Artist's Way, there would have been no Eat, Pray, Love.” —Elizabeth GilbertThe Artist’s Way is the seminal book on the subject of creativity. An international bestseller, millions of readers have found it to be an invaluable guide to living the artist’s life. Still as vital today—or perhaps even more so—than it was when it was first published one decade ago, it is a powerfully provocative and inspiring work. In a new introduction to the book, Julia Cameron reflects upon the impact of The Artist’s Way and describes the work she has done during the last decade and the new insights into the creative process that she has gained. Updated and expanded, this anniversary edition reframes The Artist’s Way for a new century. ...more",dd047728de72ad62,Books,£38.49,£38.49,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
So You've Been Publicly Shamed,£12.23,Two,"For the past three years, Jon Ronson has traveled the world meeting recipients of high-profile public shamings. The shamed are people like us, people who, say, made a joke on social media that came out badly or made a mistake at work. Once the transgression is revealed, collective outrage circles with the force of a hurricane and the next thing they know, they're being tor For the past three years, Jon Ronson has traveled the world meeting recipients of high-profile public shamings. The shamed are people like us, people who, say, made a joke on social media that came out badly or made a mistake at work. Once the transgression is revealed, collective outrage circles with the force of a hurricane and the next thing they know, they're being torn apart by an angry mob, jeered at, demonized, sometimes even fired from their job.A great renaissance of public shaming is sweeping our land. Justice has been democratized. The silent majority are getting a voice, but what are we doing with our voice? We are mercilessly finding people's faults. We are defining the boundaries of normality by ruining the lives of those outside it. We are using shame as a form of social control.Simultaneously powerful and hilarious in the way only Jon Ronson can be, So You've Been Publicly Shamed is a deeply honest book about modern life, full of eye-opening truths about the escalating war on human flaws and the very scary part we all play in it. ...more",1b33663ad7b95fd8,Books,£12.23,£12.23,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",£19.43,Three,"Researcher and thought leader Dr. Brené Brown offers a powerful new vision that encourages us to dare greatly: to embrace vulnerability and imperfection, to live wholeheartedly, and to courageously engage in our lives. “It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. The credit Researcher and thought leader Dr. Brené Brown offers a powerful new vision that encourages us to dare greatly: to embrace vulnerability and imperfection, to live wholeheartedly, and to courageously engage in our lives. “It is not the critic who counts; not the man who points out how the strong man stumbles, or where the doer of deeds could have done them better. The credit belongs to the man who is actually in the arena, whose face is marred by dust and sweat and blood; who strives valiantly; . . . who at best knows in the end the triumph of high achievement, and who at worst, if he fails, at least fails while daring greatly.” —Theodore RooseveltEvery day we experience the uncertainty, risks, and emotional exposure that define what it means to be vulnerable, or to dare greatly. Whether the arena is a new relationship, an important meeting, our creative process, or a difficult family conversation, we must find the courage to walk into vulnerability and engage with our whole hearts.In Daring Greatly, Dr. Brown challenges everything we think we know about vulnerability. Based on twelve years of research, she argues that vulnerability is not weakness, but rather our clearest path to courage, engagement, and meaningful connection. The book that Dr. Brown’s many fans have been waiting for, Daring Greatly will spark a new spirit of truth—and trust—in our organizations, families, schools, and communities. ...more",3b9a3b4624b7fd6d,Books,£19.43,£19.43,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Big Magic: Creative Living Beyond Fear,£30.80,Three,"Readers of all ages and walks of life have drawn inspiration and empowerment from Elizabeth Gilbert’s books for years. Now this beloved author digs deep into her own generative process to share her wisdom and unique perspective about creativity. With profound empathy and radiant generosity, she offers potent insights into the mysterious nature of inspiration. She asks us t Readers of all ages and walks of life have drawn inspiration and empowerment from Elizabeth Gilbert’s books for years. Now this beloved author digs deep into her own generative process to share her wisdom and unique perspective about creativity. With profound empathy and radiant generosity, she offers potent insights into the mysterious nature of inspiration. She asks us to embrace our curiosity and let go of needless suffering. She shows us how to tackle what we most love, and how to face down what we most fear. She discusses the attitudes, approaches, and habits we need in order to live our most creative lives. Balancing between soulful spirituality and cheerful pragmatism, Gilbert encourages us to uncover the “strange jewels” that are hidden within each of us. Whether we are looking to write a book, make art, find new ways to address challenges in our work,  embark on a dream long deferred, or simply infuse our everyday lives with more mindfulness and passion, Big Magic cracks open a world of wonder and joy. ...more",1f329c2e7d7de8bd,Books,£30.80,£30.80,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Becoming Wise: An Inquiry into the Mystery and Art of Living,£27.43,Two,"“I’m a person who listens for a living. I listen for wisdom, and beauty, and for voices not shouting to be heard. This book chronicles some of what I’ve learned in what has become a conversation across time and generations, across disciplines and denominations.” Peabody Award-winning broadcaster and National Humanities Medalist Krista Tippett has interviewed the most extr “I’m a person who listens for a living.  I listen for wisdom, and beauty, and for voices not shouting to be heard.  This book chronicles some of what I’ve learned in what has become a conversation across time and generations, across disciplines and denominations.”   Peabody Award-winning broadcaster and National Humanities Medalist Krista Tippett has interviewed the most extraordinary voices examining the great questions of meaning for our time. The heart of her work on her national public radio program and podcast, On Being, has been to shine a light on people whose insights kindle in us a sense of wonder and courage. Scientists in a variety of fields; theologians from an array of faiths; poets, activists, and many others have all opened themselves up to Tippett's compassionate yet searching conversation.   In Becoming Wise, Tippett distills the insights she has gleaned from this luminous conversation in its many dimensions into a coherent narrative journey, over time and from mind to mind. The book is a master class in living, curated by Tippett and accompanied by a delightfully ecumenical dream team of teaching faculty.   The open questions and challenges of our time are intimate and civilizational all at once, Tippett says – definitions of when life begins and when death happens, of the meaning of community and family and identity, of our relationships to technology and through technology. The wisdom we seek emerges through the raw materials of the everyday. And the enduring question of what it means to be human has now become inextricable from the question of who we are to each other.   This book offers a grounded and fiercely hopeful vision of humanity for this century – of personal growth but also renewed public life and human spiritual evolution. It insists on the possibility of a common life for this century marked by resilience and redemption, with beauty as a core moral value and civility and love as muscular practice. Krista Tippett's great gift, in her work and in Becoming Wise, is to avoid reductive simplifications but still find the golden threads that weave people and ideas together into a shimmering braid.   One powerful common denominator of the lessons imparted to Tippett is the gift of presence, of the exhilaration of engagement with life for its own sake, not as a means to an end. But presence does not mean passivity or acceptance of the status quo. Indeed Tippett and her teachers are people whose work meets, and often drives, powerful forces of change alive in the world today. In the end, perhaps the greatest blessing conveyed by the lessons of spiritual genius Tippett harvests in Becoming Wise is the strength to meet the world where it really is, and then to make it better. ...more",919e7cb2269a25d2,Books,£27.43,£27.43,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Agnostic: A Spirited Manifesto,£12.51,Five,"A widely admired writer on religion celebrates agnosticism as the most vibrant, engaging—and ultimately the most honest—stance toward the mysteries of existence. One in four Americans reject any affiliation with organized religion, and nearly half of those under thirty describe themselves as “spiritual but not religious.” But as the airwaves resound with the haranguing of A widely admired writer on religion celebrates agnosticism as the most vibrant, engaging—and ultimately the most honest—stance toward the mysteries of existence. One in four Americans reject any affiliation with organized religion, and nearly half of those under thirty describe themselves as “spiritual but not religious.” But as the airwaves resound with the haranguing of preachers and pundits, who speaks for the millions who find no joy in whittling the wonder of existence to a simple yes/no choice? Lesley Hazleton does. In this provocative, brilliant book, she gives voice to the case for agnosticism, breaks it free of its stereotypes as watered-down atheism or amorphous “seeking,” and celebrates it as a reasoned, revealing, and sustaining stance toward life. Stepping over the lines imposed by rigid conviction, she draws on philosophy, theology, psychology, science, and more to explore, with curiosity and passion, the vital role of mystery in a deceptively information-rich world; to ask what we mean by the search for meaning; to invoke the humbling yet elating perspective of infinity; to challenge received ideas about death; and to reconsider what “the soul” might be. Inspired and inspiring, Agnostic recasts the question of belief not as a problem to be solved but as an invitation to an ongoing, open-ended adventure of the mind. ...more",d195e7f4ed697350,Books,£12.51,£12.51,£0.00,In stock (15 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,£38.20,Four,"Be your own kind of creative. Everyone has a creative core. Everyone! But, in order for it to thrive, it needs to be nurtured. That's where ""Whole Lotta Creativity Going On"" can help. It's not a crafts or how-to book, but rather a fun book, filled with 10 different types of unusual and thought-provoking activities and exercises, which can be used to ignite and invigorate y Be your own kind of creative. Everyone has a creative core. Everyone! But, in order for it to thrive, it needs to be nurtured. That's where ""Whole Lotta Creativity Going On"" can help. It's not a crafts or how-to book, but rather a fun book, filled with 10 different types of unusual and thought-provoking activities and exercises, which can be used to ignite and invigorate your creative spark. Sometimes, those that don't feel they are creative, surprise themselves the most when they unlock the door, clear away the dust, and begin to discover and unleash the creative side of themselves. For others, perhaps, their creative spirit hasn't been given enough of an opportunity to really flourish and express itself in its own unique way.This book contains 60 different creativity stretchers to get you going which are grouped into the following categories: - Awareness, Sensory, and Experience - Creativity in Action- Ideation- Imagination- Pictures, Patterns, and Abstractions- Snap Portraits- Snap Solutions- Stop and Reflect- Thought Expression- Word Play ...more",44a10f1ac8ce822e,Books,£38.20,£38.20,£0.00,In stock (14 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
What's It Like in Space?: Stories from Astronauts Who've Been There,£19.60,Two,"Everyone wonders what it's really like in space, but very few of us have ever had the chance to experience it firsthand. This captivating illustrated collection brings together stories from dozens of international astronauts—men and women who've actually been there—who have returned with accounts of the sometimes weird, often funny, and awe-inspiring sensations and realiti Everyone wonders what it's really like in space, but very few of us have ever had the chance to experience it firsthand. This captivating illustrated collection brings together stories from dozens of international astronauts—men and women who've actually been there—who have returned with accounts of the sometimes weird, often funny, and awe-inspiring sensations and realities of being in space. With playful artwork accompanying each, here are the real stories behind backwards dreams, ""moon face,"" the tricks of sleeping in zero gravity and aiming your sneeze during a spacewalk, the importance of packing hot sauce, and dozens of other cosmic quirks and amazements that come with travel in and beyond low Earth orbit. ...more",6fd646a334e6e133,Books,£19.60,£19.60,£0.00,In stock (14 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Year of Magical Thinking,£43.04,Two,"From one of America's iconic writers, this is a portrait of a marriage and a life - in good times and bad - that will speak to anyone who has ever loved a husband or wife or child. This is a stunning book of electric honesty and passion. Several days before Christmas 2003, John Gregory Dunne and Joan Didion saw their only daughter, Quintana, fall ill.At first they thought From one of America's iconic writers, this is a portrait of a marriage and a life - in good times and bad - that will speak to anyone who has ever loved a husband or wife or child. This is a stunning book of electric honesty and passion. Several days before Christmas 2003, John Gregory Dunne and Joan Didion saw their only daughter, Quintana, fall ill.At first they thought it was flu, then pneumonia, then complete septic shock. She was put into an induced coma and placed on life support. Days later - the night before New Year's Eve - the Dunnes were just sitting down to dinner after visiting the hospital when John suffered a massive and fatal coronary.In a second, this close, symbiotic partnership of 40 years was over. Four weeks later, their daughter pulled through. Two months after that, arriving at LA airport, she collapsed and underwent six hours of brain surgery at UCLA Medical Centre to relieve a massive hematoma.This powerful book is Didion's 'attempt to make sense of the weeks and then months that cut loose any fixed idea I ever had about death, about illness, about marriage and children and memory, about the shallowness of sanity, about life itself'. The result is an exploration of an intensely personal yet universal experience: a portrait of a marriage, and a life, in good times and bad. ...more",34c0d7c4ee5650af,Books,£43.04,£43.04,£0.00,In stock (14 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Literature Book (Big Ideas Simply Explained),£17.43,Three,"A global look at the greatest works of Eastern and Western literature and the themes that unite them, for students and lovers of literature and reading.The Literature Book is a fascinating journey through the greatest works of world literature, from the Iliad to Don Quixote to The Great Gatsby. Around 100 crystal-clear articles explore landmark novels, short stories, plays A global look at the greatest works of Eastern and Western literature and the themes that unite them, for students and lovers of literature and reading.The Literature Book is a fascinating journey through the greatest works of world literature, from the Iliad to Don Quixote to The Great Gatsby. Around 100 crystal-clear articles explore landmark novels, short stories, plays, and poetry that reinvented the art of writing in their time, whether Ancient Greece, post-classical Europe, or modern-day Korea.As part of DK's award-winning Big Ideas Simply Explained series, The Literature Book uses infographics and images to explain key ideas and themes. Biographies of important authors offer insight into their lives and other writings, and a section on Further Reading details more than 150 additional works to explore.Discover masterpieces from the world's greatest authors, and explore the context, creative history, and literary traditions that influenced each major work of fiction with The Literature Book.Series Overview: Big Ideas Simply Explained series uses creative design and innovative graphics, along with straightforward and engaging writing, to make complex subjects easier to understand. These award-winning books provide just the information needed for students, families, or anyone interested in concise, thought-provoking refreshers on a single subject. ...more",4881cc53f6c8892f,Books,£17.43,£17.43,£0.00,In stock (14 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,£15.77,One,"To save precious centuries-old Arabic texts from Al Qaeda, a band of librarians in Timbuktu pulls off a brazen heist worthy of Ocean’s Eleven.In the 1980s, a young adventurer and collector for a government library, Abdel Kader Haidara, journeyed across the Sahara Desert and along the Niger River, tracking down and salvaging tens of thousands of ancient Islamic and secular To save precious centuries-old Arabic texts from Al Qaeda, a band of librarians in Timbuktu pulls off a brazen heist worthy of Ocean’s Eleven.In the 1980s, a young adventurer and collector for a government library, Abdel Kader Haidara, journeyed across the Sahara Desert and along the Niger River, tracking down and salvaging tens of thousands of ancient Islamic and secular manuscripts that had fallen into obscurity. The Bad-Ass Librarians of Timbuktu tells the incredible story of how Haidara, a mild-mannered archivist and historian from the legendary city of Timbuktu, later became one of the world’s greatest and most brazen smugglers.In 2012, thousands of Al Qaeda militants from northwest Africa seized control of most of Mali, including Timbuktu. They imposed Sharia law, chopped off the hands of accused thieves, stoned to death unmarried couples, and threatened to destroy the great manuscripts. As the militants tightened their control over Timbuktu, Haidara organized a dangerous operation to sneak all 350,000 volumes out of the city to the safety of southern Mali.Over the past twenty years, journalist Joshua Hammer visited Timbuktu numerous times and is uniquely qualified to tell the story of Haidara’s heroic and ultimately successful effort to outwit Al Qaeda and preserve Mali’s—and the world’s—literary patrimony. Hammer explores the city’s manuscript heritage and offers never-before-reported details about the militants’ march into northwest Africa. But above all, The Bad-Ass Librarians of Timbuktu is an inspiring account of the victory of art and literature over extremism. ...more",923831a05c9f91f7,Books,£15.77,£15.77,£0.00,In stock (14 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
Swell: A Year of Waves,£45.58,One,"Wave watchers around the world know that no two waves are the same. Yet each and every wave that rises, peaks, and crashes onto the beach is generated by a much larger force originating thousands of miles away. Surf journalist team Evan Slater and Peter Taras capture the essence of waves and the swells that produce them in this breathtaking collection of wave photography. Wave watchers around the world know that no two waves are the same. Yet each and every wave that rises, peaks, and crashes onto the beach is generated by a much larger force originating thousands of miles away. Surf journalist team Evan Slater and Peter Taras capture the essence of waves and the swells that produce them in this breathtaking collection of wave photography. Slater characterizes four distinct swells from different corners of the globe and traces their journeys throughout the year from storm to seashore. His reflective, informative essays amplify these powerful images of hundreds of waves frozen in time, beautiful, simple, universal, yet wholly unique—and the best thing to watch on the planet. ...more",4c8b7540409da4ac,Books,£45.58,£45.58,£0.00,In stock (14 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,£21.95,Two,"Beloved American hero Buzz Aldrin reflects on the wisdom, guiding principles, and irreverent anecdotes he's gathered through his event-filled life—both in outer space and on earth—in this inspiring guide-to-life for the next generation. Everywhere he goes, crowds gather to meet Buzz Aldrin. He is a world-class hero, a larger-than-life figurehead, best known of a generatio Beloved American hero Buzz Aldrin reflects on the wisdom, guiding principles, and irreverent anecdotes he's gathered through his event-filled life—both in outer space and on earth—in this inspiring guide-to-life for the next generation.   Everywhere he goes, crowds gather to meet Buzz Aldrin. He is a world-class hero, a larger-than-life figurehead, best known of a generation of astronauts whose achievements surged in just a few years from first man in space to first men on the moon. Now he pauses to reflect and share what he has learned, from the vantage point not only of outer space but also of time: still a non-stop traveler and impassioned advocate for space exploration, Aldrin will be 86 in 2016.  No Dream Is Too High whittles down Buzz Aldrin's event-filled life into a short list of principles he values, each illustrated by fascinating anecdotes and memories, such as: ·      Second comes right after first. NASA protocol should have meant he was first on the moon, but rules changed just before the mission. How he learned to be proud of being the second man on the moon. ·      Look for opportunities, not obstacles. Buzz was rejected the first time he applied to be an astronaut. Failure is an opportunity to learn to do better. ·      Always maintain your spirit of adventure. For his 80th birthday, Buzz went diving in the Galapagos and hitched a ride on a whale shark. He stays fit, energetic, and fascinated with life.  No Dream Is Too High is a beautiful memento, a thought-provoking set of ideas, and a new opportunity for Buzz Aldrin to connect with the masses of people who recognize his unique place in human history. ...more",132ec5e8c984adef,Books,£21.95,£21.95,£0.00,In stock (14 available),0,https://books.toscrape.com/catalogue/category/books/nonfiction_13/index.html
